subject,activity,feat_domain,feat_acceleration,feat_instru,feat_jerk,feat_magnitude,feat_var,feat_axis,count,average
6,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,48,0.341242393
6,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.389057047
6,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,0.243834259
6,WALKING_DOWNSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,0.154808861
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,X,51,-0.076740683
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Y,51,-0.051898199
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,Mean,Z,51,0.066423403
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,X,51,-0.321973724
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Y,51,-0.315799902
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,NA,StD,Z,51,-0.183900182
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,51,-0.129121244
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,NA,Magnitude,StD,NA,51,-0.19989371
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,X,51,-0.065202449
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Y,51,-0.045770535
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,Mean,Z,51,-0.057680005
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,X,51,-0.186763294
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Y,51,-0.486494121
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,NA,StD,Z,51,-0.170814791
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,51,-0.342895368
6,WALKING_UPSTAIRS,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,51,-0.440079851
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,X,51,0.268229355
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Y,51,-0.027242539
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,Mean,Z,51,-0.122082439
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,X,51,-0.050135019
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Y,51,0.189276117
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,NA,StD,Z,51,-0.353519515
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,51,0.017779097
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,NA,Magnitude,StD,NA,51,-0.079150884
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,X,51,0.07210675
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Y,51,0.003713434
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,Mean,Z,51,-0.002378166
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,X,51,-0.180301156
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Y,51,-0.041399465
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,NA,StD,Z,51,-0.560830688
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,51,-0.207379799
6,WALKING_UPSTAIRS,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,51,-0.169970363
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,X,51,0.913632242
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Y,51,-0.340732609
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,Mean,Z,51,-0.018460896
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,X,51,-0.959399425
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Y,51,-0.912900683
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,NA,StD,Z,51,-0.906196352
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,51,0.017779097
6,WALKING_UPSTAIRS,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,51,-0.079150884
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,X,51,-0.115065008
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Y,51,-0.32965378
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,Mean,Z,51,-0.046414211
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,X,51,-0.390248128
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Y,51,-0.313618571
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,NA,StD,Z,51,-0.309998085
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,51,-0.230627015
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,51,-0.318173893
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,51,-0.459236334
6,WALKING_UPSTAIRS,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,51,-0.455937719
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,X,51,-0.131075373
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Y,51,0.09780351
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,Mean,Z,51,-0.4272481
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,X,51,-0.021133563
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Y,51,0.159123777
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,NA,StD,Z,51,-0.365874184
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,51,-0.08194794
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,51,-0.222161434
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,X,51,-0.24481277
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,51,-0.122991594
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,51,-0.549314616
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,X,51,-0.186815074
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Y,51,-0.016981141
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,NA,StD,Z,51,-0.571673957
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,51,-0.169868234
6,WALKING_UPSTAIRS,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,51,-0.177734841
7,LAYING,Time,NA,Gyroscope,NA,NA,Mean,X,52,-0.002826419
7,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Y,52,-0.133605695
7,LAYING,Time,NA,Gyroscope,NA,NA,Mean,Z,52,0.15592003
7,LAYING,Time,NA,Gyroscope,NA,NA,StD,X,52,-0.960126823
7,LAYING,Time,NA,Gyroscope,NA,NA,StD,Y,52,-0.945071935
7,LAYING,Time,NA,Gyroscope,NA,NA,StD,Z,52,-0.955294891
7,LAYING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,52,-0.915793635
7,LAYING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,52,-0.918662459
7,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,X,52,-0.105944243
7,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,52,-0.035889743
7,LAYING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,52,-0.067190179
7,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,X,52,-0.973837233
7,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Y,52,-0.976483727
7,LAYING,Time,NA,Gyroscope,Jerk,NA,StD,Z,52,-0.988871878
7,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,52,-0.983008829
7,LAYING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,52,-0.971205138
7,LAYING,Time,Body,Accelerometer,NA,NA,Mean,X,52,0.250176694
7,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Y,52,-0.020441152
7,LAYING,Time,Body,Accelerometer,NA,NA,Mean,Z,52,-0.101361037
7,LAYING,Time,Body,Accelerometer,NA,NA,StD,X,52,-0.93651361
7,LAYING,Time,Body,Accelerometer,NA,NA,StD,Y,52,-0.926262669
7,LAYING,Time,Body,Accelerometer,NA,NA,StD,Z,52,-0.952978366
7,LAYING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,52,-0.936392024
7,LAYING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,52,-0.907039513
7,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,X,52,0.096890402
7,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,52,0.025062418
7,LAYING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,52,-0.013165392
7,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,X,52,-0.980977756
7,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Y,52,-0.97309316
7,LAYING,Time,Body,Accelerometer,Jerk,NA,StD,Z,52,-0.972983064
7,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,52,-0.98012724
7,LAYING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,52,-0.967310932
7,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,X,52,-0.502814251
7,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,52,0.393444278
7,LAYING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,52,0.907537823
7,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,X,52,-0.91422127
7,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Y,52,-0.955543549
7,LAYING,Time,Gravity,Accelerometer,NA,NA,StD,Z,52,-0.961908984
7,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,52,-0.936392024
7,LAYING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,52,-0.907039513
7,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,X,52,-0.953684548
7,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Y,52,-0.957570208
7,LAYING,Freq,NA,Gyroscope,NA,NA,Mean,Z,52,-0.956905311
7,LAYING,Freq,NA,Gyroscope,NA,NA,StD,X,52,-0.962348254
7,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Y,52,-0.939727874
7,LAYING,Freq,NA,Gyroscope,NA,NA,StD,Z,52,-0.958876413
7,LAYING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,52,-0.941130719
7,LAYING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,52,-0.918892519
7,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,52,-0.974117912
7,LAYING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,52,-0.969403035
7,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,X,52,-0.953424246
7,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Y,52,-0.942193954
7,LAYING,Freq,Body,Accelerometer,NA,NA,Mean,Z,52,-0.958611645
7,LAYING,Freq,Body,Accelerometer,NA,NA,StD,X,52,-0.931120581
7,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Y,52,-0.922917902
7,LAYING,Freq,Body,Accelerometer,NA,NA,StD,Z,52,-0.953380646
7,LAYING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,52,-0.927976881
7,LAYING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,52,-0.910542463
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,52,-0.980393047
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,52,-0.972531649
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,52,-0.969524978
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,X,52,-0.983560175
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,52,-0.975886145
7,LAYING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,52,-0.975072995
7,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,52,-0.968066259
7,LAYING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,52,-0.965359228
7,SITTING,Time,NA,Gyroscope,NA,NA,Mean,X,48,-0.049637972
7,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Y,48,-0.033611965
7,SITTING,Time,NA,Gyroscope,NA,NA,Mean,Z,48,0.025947666
7,SITTING,Time,NA,Gyroscope,NA,NA,StD,X,48,-0.941870953
7,SITTING,Time,NA,Gyroscope,NA,NA,StD,Y,48,-0.944124336
7,SITTING,Time,NA,Gyroscope,NA,NA,StD,Z,48,-0.937021209
7,SITTING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.897870535
7,SITTING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.898063314
7,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,X,48,-0.093815563
7,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,48,-0.039644489
7,SITTING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,48,-0.045456627
7,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,X,48,-0.974369046
7,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Y,48,-0.981024681
7,SITTING,Time,NA,Gyroscope,Jerk,NA,StD,Z,48,-0.980954665
7,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.981665122
7,SITTING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.97621443
7,SITTING,Time,Body,Accelerometer,NA,NA,Mean,X,48,0.284674637
7,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Y,48,-0.014610976
7,SITTING,Time,Body,Accelerometer,NA,NA,Mean,Z,48,-0.122464598
7,SITTING,Time,Body,Accelerometer,NA,NA,StD,X,48,-0.972668375
7,SITTING,Time,Body,Accelerometer,NA,NA,StD,Y,48,-0.909454699
7,SITTING,Time,Body,Accelerometer,NA,NA,StD,Z,48,-0.856532941
7,SITTING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.918432107
7,SITTING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.88195762
7,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,X,48,0.066851979
7,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,48,0.011686342
7,SITTING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,48,0.016200414
7,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,X,48,-0.982158098
7,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.969458676
7,SITTING,Time,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.972256473
7,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.976559676
7,SITTING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.970243274
7,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,X,48,0.969147824
7,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,48,0.006088466
7,SITTING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,48,0.064963625
7,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,X,48,-0.957082433
7,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Y,48,-0.945436265
7,SITTING,Time,Gravity,Accelerometer,NA,NA,StD,Z,48,-0.868602535
7,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,48,-0.918432107
7,SITTING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,48,-0.88195762
7,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,X,48,-0.943631758
7,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Y,48,-0.956678065
7,SITTING,Freq,NA,Gyroscope,NA,NA,Mean,Z,48,-0.947419933
7,SITTING,Freq,NA,Gyroscope,NA,NA,StD,X,48,-0.942726423
7,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Y,48,-0.93824472
7,SITTING,Freq,NA,Gyroscope,NA,NA,StD,Z,48,-0.939826018
7,SITTING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,48,-0.933081955
7,SITTING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,48,-0.895804978
7,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,48,-0.978634991
7,SITTING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,48,-0.974965939
7,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,X,48,-0.972697127
7,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Y,48,-0.931490634
7,SITTING,Freq,Body,Accelerometer,NA,NA,Mean,Z,48,-0.904675338
7,SITTING,Freq,Body,Accelerometer,NA,NA,StD,X,48,-0.972879966
7,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Y,48,-0.904629196
7,SITTING,Freq,Body,Accelerometer,NA,NA,StD,Z,48,-0.844083053
7,SITTING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,48,-0.908956776
7,SITTING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,48,-0.886915638
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,48,-0.982037244
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,48,-0.969423613
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,48,-0.968503505
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,X,48,-0.984026344
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,48,-0.97181498
7,SITTING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,48,-0.974699194
7,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,48,-0.970954184
7,SITTING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,48,-0.968494868
7,STANDING,Time,NA,Gyroscope,NA,NA,Mean,X,53,-0.029158221
7,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Y,53,-0.077433644
7,STANDING,Time,NA,Gyroscope,NA,NA,Mean,Z,53,0.0851045
7,STANDING,Time,NA,Gyroscope,NA,NA,StD,X,53,-0.945247687
7,STANDING,Time,NA,Gyroscope,NA,NA,StD,Y,53,-0.949646947
7,STANDING,Time,NA,Gyroscope,NA,NA,StD,Z,53,-0.951630777
7,STANDING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,53,-0.943425565
7,STANDING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,53,-0.918438959
7,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,X,53,-0.090153966
7,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,53,-0.041279761
7,STANDING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,53,-0.054539002
7,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,X,53,-0.965983398
7,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Y,53,-0.976837757
7,STANDING,Time,NA,Gyroscope,Jerk,NA,StD,Z,53,-0.978166791
7,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,53,-0.977377083
7,STANDING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,53,-0.97210793
7,STANDING,Time,Body,Accelerometer,NA,NA,Mean,X,53,0.282723539
7,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Y,53,-0.014574034
7,STANDING,Time,Body,Accelerometer,NA,NA,Mean,Z,53,-0.09977783
7,STANDING,Time,Body,Accelerometer,NA,NA,StD,X,53,-0.97930757
7,STANDING,Time,Body,Accelerometer,NA,NA,StD,Y,53,-0.923400922
7,STANDING,Time,Body,Accelerometer,NA,NA,StD,Z,53,-0.917064168
7,STANDING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,53,-0.942724659
7,STANDING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,53,-0.933590157
7,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,X,53,0.075191511
7,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,53,0.006947004
7,STANDING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,53,-0.010842029
7,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,X,53,-0.976403545
7,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Y,53,-0.96581061
7,STANDING,Time,Body,Accelerometer,Jerk,NA,StD,Z,53,-0.972060053
7,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,53,-0.973381306
7,STANDING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,53,-0.968566356
7,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,X,53,0.958728688
7,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,53,-0.117607049
7,STANDING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,53,-0.051657372
7,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,X,53,-0.987917504
7,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Y,53,-0.966162999
7,STANDING,Time,Gravity,Accelerometer,NA,NA,StD,Z,53,-0.939161015
7,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,Mean,NA,53,-0.942724659
7,STANDING,Time,Gravity,Accelerometer,NA,Magnitude,StD,NA,53,-0.933590157
7,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,X,53,-0.938121638
7,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Y,53,-0.957548671
7,STANDING,Freq,NA,Gyroscope,NA,NA,Mean,Z,53,-0.957165056
7,STANDING,Freq,NA,Gyroscope,NA,NA,StD,X,53,-0.947891986
7,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Y,53,-0.945818158
7,STANDING,Freq,NA,Gyroscope,NA,NA,StD,Z,53,-0.954339406
7,STANDING,Freq,NA,Gyroscope,NA,Magnitude,Mean,NA,53,-0.938704985
7,STANDING,Freq,NA,Gyroscope,NA,Magnitude,StD,NA,53,-0.919848139
7,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,Mean,NA,53,-0.973671169
7,STANDING,Freq,NA,Gyroscope,Jerk,Magnitude,StD,NA,53,-0.971899418
7,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,X,53,-0.976681834
7,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Y,53,-0.941883784
7,STANDING,Freq,Body,Accelerometer,NA,NA,Mean,Z,53,-0.93855052
7,STANDING,Freq,Body,Accelerometer,NA,NA,StD,X,53,-0.980541336
7,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Y,53,-0.919118753
7,STANDING,Freq,Body,Accelerometer,NA,NA,StD,Z,53,-0.912358814
7,STANDING,Freq,Body,Accelerometer,NA,Magnitude,Mean,NA,53,-0.94561145
7,STANDING,Freq,Body,Accelerometer,NA,Magnitude,StD,NA,53,-0.937287965
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,X,53,-0.976323086
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Y,53,-0.967165093
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,Mean,Z,53,-0.968229643
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,X,53,-0.978729083
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Y,53,-0.96685029
7,STANDING,Freq,Body,Accelerometer,Jerk,NA,StD,Z,53,-0.974533711
7,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,Mean,NA,53,-0.967417888
7,STANDING,Freq,Body,Accelerometer,Jerk,Magnitude,StD,NA,53,-0.969092162
7,WALKING,Time,NA,Gyroscope,NA,NA,Mean,X,57,0.002288352
7,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Y,57,-0.083711372
7,WALKING,Time,NA,Gyroscope,NA,NA,Mean,Z,57,0.06411046
7,WALKING,Time,NA,Gyroscope,NA,NA,StD,X,57,-0.503313517
7,WALKING,Time,NA,Gyroscope,NA,NA,StD,Y,57,-0.231098305
7,WALKING,Time,NA,Gyroscope,NA,NA,StD,Z,57,-0.396013535
7,WALKING,Time,NA,Gyroscope,NA,Magnitude,Mean,NA,57,-0.305959351
7,WALKING,Time,NA,Gyroscope,NA,Magnitude,StD,NA,57,-0.198283167
7,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,X,57,-0.1236542
7,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Y,57,-0.044776603
7,WALKING,Time,NA,Gyroscope,Jerk,NA,Mean,Z,57,-0.049571309
7,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,X,57,-0.211667297
7,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Y,57,-0.174136411
7,WALKING,Time,NA,Gyroscope,Jerk,NA,StD,Z,57,-0.458302971
7,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,Mean,NA,57,-0.30002278
7,WALKING,Time,NA,Gyroscope,Jerk,Magnitude,StD,NA,57,-0.095340116
7,WALKING,Time,Body,Accelerometer,NA,NA,Mean,X,57,0.275592962
7,WALKING,Time,Body,Accelerometer,NA,NA,Mean,Y,57,-0.018653665
7,WALKING,Time,Body,Accelerometer,NA,NA,Mean,Z,57,-0.110912235
7,WALKING,Time,Body,Accelerometer,NA,NA,StD,X,57,-0.327243241
7,WALKING,Time,Body,Accelerometer,NA,NA,StD,Y,57,-0.077261856
7,WALKING,Time,Body,Accelerometer,NA,NA,StD,Z,57,0.159631283
7,WALKING,Time,Body,Accelerometer,NA,Magnitude,Mean,NA,57,-0.097809044
7,WALKING,Time,Body,Accelerometer,NA,Magnitude,StD,NA,57,-0.198554708
7,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,X,57,0.090146265
7,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Y,57,0.018432272
7,WALKING,Time,Body,Accelerometer,Jerk,NA,Mean,Z,57,-0.021039855
7,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,X,57,-0.346026226
7,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Y,57,-0.054744895
7,WALKING,Time,Body,Accelerometer,Jerk,NA,StD,Z,57,-0.149488514
7,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,Mean,NA,57,-0.1929489
7,WALKING,Time,Body,Accelerometer,Jerk,Magnitude,StD,NA,57,-0.027557329
7,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,X,57,0.932566472
7,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Y,57,-0.159097004
7,WALKING,Time,Gravity,Accelerometer,NA,NA,Mean,Z,57,-0.160846924
7,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,X,57,-0.979851271
7,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Y,57,-0.969404155
7,WALKING,Time,Gravity,Accelerometer,NA,NA,StD,Z,57,-0.952159771
